unstudied,tone,rhythm,both,,,cond.r.t,echo.r.t,condr.b,echo.r.b,cond.t.b,echo.t.b,,r,t,predicted,both,,cond.p.b,echo.p.b,cond.r.t,echo.r.t,condr.b,echo.r.b,cond.t.b,echo.t.b
-3.73E-07,0.000512097,0.000162825,0.000663104,,,r,0.000162825,r,0.000162825,t,0.000512097,,1.63E-04,5.12E-04,6.76E-04,6.63E-04,,p,6.76E-04,r,0.000162825,r,0.000162825,t,0.000512097
-1.55E-07,0.00052815,0.000141766,0.000644205,,,r,0.000141766,r,0.000141766,t,0.00052815,,1.42E-04,5.28E-04,6.70E-04,6.44E-04,,p,6.70E-04,r,0.000141766,r,0.000141766,t,0.00052815
-1.21E-06,0.000494651,0.000137192,0.000625204,,,r,0.000137192,r,0.000137192,t,0.000494651,,1.38E-04,4.96E-04,6.34E-04,6.26E-04,,p,6.34E-04,r,0.000137192,r,0.000137192,t,0.000494651
2.32E-06,0.000462466,0.000148054,0.000639144,,,r,0.000148054,r,0.000148054,t,0.000462466,,1.46E-04,4.60E-04,6.06E-04,6.37E-04,,p,6.06E-04,r,0.000148054,r,0.000148054,t,0.000462466
-1.05E-06,0.000446634,0.000157808,0.000659349,,,r,0.000157808,r,0.000157808,t,0.000446634,,1.59E-04,4.48E-04,6.07E-04,6.60E-04,,p,6.07E-04,r,0.000157808,r,0.000157808,t,0.000446634
2.14E-07,0.000587935,0.00013231,0.000625254,,,r,0.00013231,r,0.00013231,t,0.000587935,,1.32E-04,5.88E-04,7.20E-04,6.25E-04,,p,7.20E-04,r,0.00013231,r,0.00013231,t,0.000587935
-2.53E-07,0.000476153,0.000146087,0.00067616,,,r,0.000146087,r,0.000146087,t,0.000476153,,1.46E-04,4.76E-04,6.23E-04,6.76E-04,,p,6.23E-04,r,0.000146087,r,0.000146087,t,0.000476153
-4.10E-07,0.00053861,0.000142587,0.000646321,,,r,0.000142587,r,0.000142587,t,0.00053861,,1.43E-04,5.39E-04,6.82E-04,6.47E-04,,p,6.82E-04,r,0.000142587,r,0.000142587,t,0.00053861
3.78E-07,0.000487129,0.000148014,0.000623762,,,r,0.000148014,r,0.000148014,t,0.000487129,,1.48E-04,4.87E-04,6.34E-04,6.23E-04,,p,6.34E-04,r,0.000148014,r,0.000148014,t,0.000487129
-3.50E-07,0.00045661,0.000160617,0.000793209,,,r,0.000160617,r,0.000160617,t,0.00045661,,1.61E-04,4.57E-04,6.18E-04,7.94E-04,,p,6.18E-04,r,0.000160617,r,0.000160617,t,0.00045661
2.26E-06,0.00044597,0.000142813,0.000583156,,,r,0.000142813,r,0.000142813,t,0.00044597,,1.41E-04,4.44E-04,5.84E-04,5.81E-04,,p,5.84E-04,r,0.000142813,r,0.000142813,t,0.00044597
-1.05E-06,0.000536716,0.00013657,0.000699727,,,r,0.00013657,r,0.00013657,t,0.000536716,,1.38E-04,5.38E-04,6.75E-04,7.01E-04,,p,6.75E-04,r,0.00013657,r,0.00013657,t,0.000536716
-2.38E-06,0.000499236,0.000153142,0.000626775,,,r,0.000153142,r,0.000153142,t,0.000499236,,1.56E-04,5.02E-04,6.57E-04,6.29E-04,,p,6.57E-04,r,0.000153142,r,0.000153142,t,0.000499236
-1.30E-06,0.000495567,0.000125835,0.000664657,,,r,0.000125835,r,0.000125835,t,0.000495567,,1.27E-04,4.97E-04,6.24E-04,6.66E-04,,p,6.24E-04,r,0.000125835,r,0.000125835,t,0.000495567
1.54E-06,0.000498398,0.000129165,0.000657825,,,r,0.000129165,r,0.000129165,t,0.000498398,,1.28E-04,4.97E-04,6.24E-04,6.56E-04,,p,6.24E-04,r,0.000129165,r,0.000129165,t,0.000498398
-1.45E-06,0.000489524,0.000110519,0.000623191,,,r,0.000110519,r,0.000110519,t,0.000489524,,1.12E-04,4.91E-04,6.03E-04,6.25E-04,,p,6.03E-04,r,0.000110519,r,0.000110519,t,0.000489524
2.19E-06,0.000507079,0.000139832,0.000553572,,,r,0.000139832,r,0.000139832,t,0.000507079,,1.38E-04,5.05E-04,6.43E-04,5.51E-04,,p,6.43E-04,r,0.000139832,r,0.000139832,t,0.000507079
-1.31E-06,0.000569123,0.000159068,0.000595176,,,r,0.000159068,r,0.000159068,t,0.000569123,,1.60E-04,5.70E-04,7.31E-04,5.96E-04,,p,7.31E-04,r,0.000159068,r,0.000159068,t,0.000569123
-9.68E-07,0.000542343,0.000139178,0.00064819,,,r,0.000139178,r,0.000139178,t,0.000542343,,1.40E-04,5.43E-04,6.83E-04,6.49E-04,,p,6.83E-04,r,0.000139178,r,0.000139178,t,0.000542343
-1.71E-06,0.000549913,0.00014842,0.000751347,,,r,0.00014842,r,0.00014842,t,0.000549913,,1.50E-04,5.52E-04,7.02E-04,7.53E-04,,p,7.02E-04,r,0.00014842,r,0.00014842,t,0.000549913
2.55E-06,0.000453711,0.000140196,0.00064562,,,r,0.000140196,r,0.000140196,t,0.000453711,,1.38E-04,4.51E-04,5.89E-04,6.43E-04,,p,5.89E-04,r,0.000140196,r,0.000140196,t,0.000453711
-5.52E-07,0.000560091,0.000138853,0.000798587,,,r,0.000138853,r,0.000138853,t,0.000560091,,1.39E-04,5.61E-04,7.00E-04,7.99E-04,,p,7.00E-04,r,0.000138853,r,0.000138853,t,0.000560091
-5.61E-07,0.000501184,0.00019365,0.000689376,,,r,0.00019365,r,0.00019365,t,0.000501184,,1.94E-04,5.02E-04,6.96E-04,6.90E-04,,p,6.96E-04,r,0.00019365,r,0.00019365,t,0.000501184
-1.08E-06,0.000546236,0.000118522,0.000608473,,,r,0.000118522,r,0.000118522,t,0.000546236,,1.20E-04,5.47E-04,6.67E-04,6.10E-04,,p,6.67E-04,r,0.000118522,r,0.000118522,t,0.000546236
1.02E-06,0.000483046,0.000152549,0.000646724,,,r,0.000152549,r,0.000152549,t,0.000483046,,1.52E-04,4.82E-04,6.34E-04,6.46E-04,,p,6.34E-04,r,0.000152549,r,0.000152549,t,0.000483046
1.06E-06,0.000489706,0.000134154,0.000703636,,,r,0.000134154,r,0.000134154,t,0.000489706,,1.33E-04,4.89E-04,6.22E-04,7.03E-04,,p,6.22E-04,r,0.000134154,r,0.000134154,t,0.000489706
-2.84E-07,0.000477041,0.000161803,0.000664876,,,r,0.000161803,r,0.000161803,t,0.000477041,,1.62E-04,4.77E-04,6.39E-04,6.65E-04,,p,6.39E-04,r,0.000161803,r,0.000161803,t,0.000477041
-4.28E-08,0.000502454,0.000167546,0.000692965,,,r,0.000167546,r,0.000167546,t,0.000502454,,1.68E-04,5.02E-04,6.70E-04,6.93E-04,,p,6.70E-04,r,0.000167546,r,0.000167546,t,0.000502454
6.40E-07,0.000502633,0.000169005,0.000632926,,,r,0.000169005,r,0.000169005,t,0.000502633,,1.68E-04,5.02E-04,6.70E-04,6.32E-04,,p,6.70E-04,r,0.000169005,r,0.000169005,t,0.000502633
-1.02E-07,0.000495159,0.000135291,0.000739681,,,r,0.000135291,r,0.000135291,t,0.000495159,,1.35E-04,4.95E-04,6.31E-04,7.40E-04,,p,6.31E-04,r,0.000135291,r,0.000135291,t,0.000495159
2.79E-06,0.000524929,0.00014758,0.000557384,,,r,0.00014758,r,0.00014758,t,0.000524929,,1.45E-04,5.22E-04,6.67E-04,5.55E-04,,p,6.67E-04,r,0.00014758,r,0.00014758,t,0.000524929
5.60E-07,0.000463988,0.000159922,0.000656421,,,r,0.000159922,r,0.000159922,t,0.000463988,,1.59E-04,4.63E-04,6.23E-04,6.56E-04,,p,6.23E-04,r,0.000159922,r,0.000159922,t,0.000463988
1.27E-06,0.000433385,0.000131301,0.00068507,,,r,0.000131301,r,0.000131301,t,0.000433385,,1.30E-04,4.32E-04,5.62E-04,6.84E-04,,p,5.62E-04,r,0.000131301,r,0.000131301,t,0.000433385
6.86E-07,0.000436362,0.000158133,0.000645323,,,r,0.000158133,r,0.000158133,t,0.000436362,,1.57E-04,4.36E-04,5.93E-04,6.45E-04,,p,5.93E-04,r,0.000158133,r,0.000158133,t,0.000436362
8.32E-08,0.000543851,0.000137165,0.000647857,,,r,0.000137165,r,0.000137165,t,0.000543851,,1.37E-04,5.44E-04,6.81E-04,6.48E-04,,p,6.81E-04,r,0.000137165,r,0.000137165,t,0.000543851
-5.17E-08,0.000504834,0.000154808,0.000647781,,,r,0.000154808,r,0.000154808,t,0.000504834,,1.55E-04,5.05E-04,6.60E-04,6.48E-04,,p,6.60E-04,r,0.000154808,r,0.000154808,t,0.000504834
-1.05E-06,0.000437528,0.000163785,0.000651642,,,r,0.000163785,r,0.000163785,t,0.000437528,,1.65E-04,4.39E-04,6.03E-04,6.53E-04,,p,6.03E-04,r,0.000163785,r,0.000163785,t,0.000437528
4.20E-07,0.000481778,0.000129443,0.000627114,,,r,0.000129443,r,0.000129443,t,0.000481778,,1.29E-04,4.81E-04,6.10E-04,6.27E-04,,p,6.10E-04,r,0.000129443,r,0.000129443,t,0.000481778
6.47E-08,0.000462249,0.000186558,0.000521566,,,r,0.000186558,r,0.000186558,t,0.000462249,,1.86E-04,4.62E-04,6.49E-04,5.22E-04,,p,6.49E-04,r,0.000186558,r,0.000186558,t,0.000462249
-4.38E-07,0.000518889,0.000140851,0.000661336,,,r,0.000140851,r,0.000140851,t,0.000518889,,1.41E-04,5.19E-04,6.61E-04,6.62E-04,,p,6.61E-04,r,0.000140851,r,0.000140851,t,0.000518889
4.87E-07,0.000497517,0.000147503,0.000677749,,,r,0.000147503,r,0.000147503,t,0.000497517,,1.47E-04,4.97E-04,6.44E-04,6.77E-04,,p,6.44E-04,r,0.000147503,r,0.000147503,t,0.000497517
6.15E-07,0.000494104,0.000132432,0.000593234,,,r,0.000132432,r,0.000132432,t,0.000494104,,1.32E-04,4.93E-04,6.25E-04,5.93E-04,,p,6.25E-04,r,0.000132432,r,0.000132432,t,0.000494104
1.29E-06,0.000505342,0.000147814,0.00066615,,,r,0.000147814,r,0.000147814,t,0.000505342,,1.47E-04,5.04E-04,6.51E-04,6.65E-04,,p,6.51E-04,r,0.000147814,r,0.000147814,t,0.000505342
-7.63E-07,0.000529623,0.00016186,0.000642863,,,r,0.00016186,r,0.00016186,t,0.000529623,,1.63E-04,5.30E-04,6.93E-04,6.44E-04,,p,6.93E-04,r,0.00016186,r,0.00016186,t,0.000529623
6.83E-07,0.000503847,0.000158862,0.00073886,,,r,0.000158862,r,0.000158862,t,0.000503847,,1.58E-04,5.03E-04,6.61E-04,7.38E-04,,p,6.61E-04,r,0.000158862,r,0.000158862,t,0.000503847
5.10E-07,0.000534294,0.000125201,0.000617592,,,r,0.000125201,r,0.000125201,t,0.000534294,,1.25E-04,5.34E-04,6.58E-04,6.17E-04,,p,6.58E-04,r,0.000125201,r,0.000125201,t,0.000534294
1.39E-06,0.000510957,0.000151872,0.000694509,,,r,0.000151872,r,0.000151872,t,0.000510957,,1.50E-04,5.10E-04,6.60E-04,6.93E-04,,p,6.60E-04,r,0.000151872,r,0.000151872,t,0.000510957
-1.16E-06,0.000418967,0.000173966,0.000692563,,,r,0.000173966,r,0.000173966,t,0.000418967,,1.75E-04,4.20E-04,5.95E-04,6.94E-04,,p,5.95E-04,r,0.000173966,r,0.000173966,t,0.000418967
7.84E-07,0.00052501,0.000181275,0.000543891,,,r,0.000181275,r,0.000181275,t,0.00052501,,1.80E-04,5.24E-04,7.05E-04,5.43E-04,,p,7.05E-04,r,0.000181275,r,0.000181275,t,0.00052501
3.63E-07,0.000458789,0.000145423,0.000608427,,,r,0.000145423,r,0.000145423,t,0.000458789,,1.45E-04,4.58E-04,6.03E-04,6.08E-04,,p,6.03E-04,r,0.000145423,r,0.000145423,t,0.000458789
-7.21E-07,0.000542582,0.000138023,0.000698086,,,r,0.000138023,r,0.000138023,t,0.000542582,,1.39E-04,5.43E-04,6.82E-04,6.99E-04,,p,6.82E-04,r,0.000138023,r,0.000138023,t,0.000542582
2.01E-06,0.000498528,0.000149585,0.000659231,,,r,0.000149585,r,0.000149585,t,0.000498528,,1.48E-04,4.97E-04,6.44E-04,6.57E-04,,p,6.44E-04,r,0.000149585,r,0.000149585,t,0.000498528
1.73E-06,0.000516614,0.000155816,0.000649262,,,r,0.000155816,r,0.000155816,t,0.000516614,,1.54E-04,5.15E-04,6.69E-04,6.48E-04,,p,6.69E-04,r,0.000155816,r,0.000155816,t,0.000516614
-3.25E-06,0.000562981,0.000164472,0.000681402,,,r,0.000164472,r,0.000164472,t,0.000562981,,1.68E-04,5.66E-04,7.34E-04,6.85E-04,,p,7.34E-04,r,0.000164472,r,0.000164472,t,0.000562981
4.92E-09,0.000550314,0.000152927,0.000640034,,,r,0.000152927,r,0.000152927,t,0.000550314,,1.53E-04,5.50E-04,7.03E-04,6.40E-04,,p,7.03E-04,r,0.000152927,r,0.000152927,t,0.000550314
-1.53E-07,0.000513869,0.000156735,0.00063372,,,r,0.000156735,r,0.000156735,t,0.000513869,,1.57E-04,5.14E-04,6.71E-04,6.34E-04,,p,6.71E-04,r,0.000156735,r,0.000156735,t,0.000513869
8.74E-07,0.000492719,0.000158702,0.00071944,,,r,0.000158702,r,0.000158702,t,0.000492719,,1.58E-04,4.92E-04,6.50E-04,7.19E-04,,p,6.50E-04,r,0.000158702,r,0.000158702,t,0.000492719
6.06E-08,0.000471746,0.000153176,0.000580305,,,r,0.000153176,r,0.000153176,t,0.000471746,,1.53E-04,4.72E-04,6.25E-04,5.80E-04,,p,6.25E-04,r,0.000153176,r,0.000153176,t,0.000471746
-2.21E-06,0.000559429,0.000157937,0.000662259,,,r,0.000157937,r,0.000157937,t,0.000559429,,1.60E-04,5.62E-04,7.22E-04,6.64E-04,,p,7.22E-04,r,0.000157937,r,0.000157937,t,0.000559429
2.86E-06,0.000524333,0.000162661,0.000616713,,,r,0.000162661,r,0.000162661,t,0.000524333,,1.60E-04,5.21E-04,6.81E-04,6.14E-04,,p,6.81E-04,r,0.000162661,r,0.000162661,t,0.000524333
-1.05E-06,0.000533214,0.000123212,0.000703712,,,r,0.000123212,r,0.000123212,t,0.000533214,,1.24E-04,5.34E-04,6.59E-04,7.05E-04,,p,6.59E-04,r,0.000123212,r,0.000123212,t,0.000533214
-5.63E-07,0.000438817,0.00015209,0.000577202,,,r,0.00015209,r,0.00015209,t,0.000438817,,1.53E-04,4.39E-04,5.92E-04,5.78E-04,,p,5.92E-04,r,0.00015209,r,0.00015209,t,0.000438817
1.45E-06,0.0004992,0.00013328,0.00065697,,,r,0.00013328,r,0.00013328,t,0.0004992,,1.32E-04,4.98E-04,6.30E-04,6.56E-04,,p,6.30E-04,r,0.00013328,r,0.00013328,t,0.0004992
1.66E-06,0.000505406,0.00015189,0.000601058,,,r,0.00015189,r,0.00015189,t,0.000505406,,1.50E-04,5.04E-04,6.54E-04,5.99E-04,,p,6.54E-04,r,0.00015189,r,0.00015189,t,0.000505406
1.43E-07,0.000563283,0.000154656,0.000730618,,,r,0.000154656,r,0.000154656,t,0.000563283,,1.55E-04,5.63E-04,7.18E-04,7.30E-04,,p,7.18E-04,r,0.000154656,r,0.000154656,t,0.000563283
4.89E-07,0.00042372,0.000142062,0.000617517,,,r,0.000142062,r,0.000142062,t,0.00042372,,1.42E-04,4.23E-04,5.65E-04,6.17E-04,,p,5.65E-04,r,0.000142062,r,0.000142062,t,0.00042372
9.76E-07,0.000545064,0.000143472,0.000611659,,,r,0.000143472,r,0.000143472,t,0.000545064,,1.42E-04,5.44E-04,6.87E-04,6.11E-04,,p,6.87E-04,r,0.000143472,r,0.000143472,t,0.000545064
-4.98E-07,0.000513722,0.000128702,0.000668565,,,r,0.000128702,r,0.000128702,t,0.000513722,,1.29E-04,5.14E-04,6.43E-04,6.69E-04,,p,6.43E-04,r,0.000128702,r,0.000128702,t,0.000513722
7.33E-07,0.000491651,0.000141356,0.000623251,,,r,0.000141356,r,0.000141356,t,0.000491651,,1.41E-04,4.91E-04,6.32E-04,6.23E-04,,p,6.32E-04,r,0.000141356,r,0.000141356,t,0.000491651
2.07E-06,0.000414458,0.000169494,0.000737975,,,r,0.000169494,r,0.000169494,t,0.000414458,,1.67E-04,4.12E-04,5.80E-04,7.36E-04,,p,5.80E-04,r,0.000169494,r,0.000169494,t,0.000414458
6.46E-08,0.000495297,0.000165889,0.000719539,,,r,0.000165889,r,0.000165889,t,0.000495297,,1.66E-04,4.95E-04,6.61E-04,7.19E-04,,p,6.61E-04,r,0.000165889,r,0.000165889,t,0.000495297
1.30E-06,0.000544767,0.000146568,0.000609975,,,r,0.000146568,r,0.000146568,t,0.000544767,,1.45E-04,5.43E-04,6.89E-04,6.09E-04,,p,6.89E-04,r,0.000146568,r,0.000146568,t,0.000544767
1.66E-06,0.000440727,0.000131431,0.000636996,,,r,0.000131431,r,0.000131431,t,0.000440727,,1.30E-04,4.39E-04,5.69E-04,6.35E-04,,p,5.69E-04,r,0.000131431,r,0.000131431,t,0.000440727
2.60E-06,0.000482377,0.00018291,0.000703113,,,r,0.00018291,r,0.00018291,t,0.000482377,,1.80E-04,4.80E-04,6.60E-04,7.01E-04,,p,6.60E-04,r,0.00018291,r,0.00018291,t,0.000482377
-4.47E-07,0.000479682,0.000133945,0.000658175,,,r,0.000133945,r,0.000133945,t,0.000479682,,1.34E-04,4.80E-04,6.15E-04,6.59E-04,,p,6.15E-04,r,0.000133945,r,0.000133945,t,0.000479682
9.42E-07,0.000538088,0.0001297,0.00068981,,,r,0.0001297,r,0.0001297,t,0.000538088,,1.29E-04,5.37E-04,6.66E-04,6.89E-04,,p,6.66E-04,r,0.0001297,r,0.0001297,t,0.000538088
1.33E-07,0.000483731,0.000156095,0.00067033,,,r,0.000156095,r,0.000156095,t,0.000483731,,1.56E-04,4.84E-04,6.40E-04,6.70E-04,,p,6.40E-04,r,0.000156095,r,0.000156095,t,0.000483731
-1.22E-07,0.00056193,0.000137342,0.000766854,,,r,0.000137342,r,0.000137342,t,0.00056193,,1.37E-04,5.62E-04,7.00E-04,7.67E-04,,p,7.00E-04,r,0.000137342,r,0.000137342,t,0.00056193
3.93E-08,0.000574434,0.000126116,0.000630805,,,r,0.000126116,r,0.000126116,t,0.000574434,,1.26E-04,5.74E-04,7.00E-04,6.31E-04,,p,7.00E-04,r,0.000126116,r,0.000126116,t,0.000574434
-1.80E-07,0.000425153,0.000173481,0.000646109,,,r,0.000173481,r,0.000173481,t,0.000425153,,1.74E-04,4.25E-04,5.99E-04,6.46E-04,,p,5.99E-04,r,0.000173481,r,0.000173481,t,0.000425153
2.26E-06,0.000442043,0.000170936,0.000697177,,,r,0.000170936,r,0.000170936,t,0.000442043,,1.69E-04,4.40E-04,6.08E-04,6.95E-04,,p,6.08E-04,r,0.000170936,r,0.000170936,t,0.000442043
-1.24E-06,0.000586929,0.000149028,0.000664543,,,r,0.000149028,r,0.000149028,t,0.000586929,,1.50E-04,5.88E-04,7.38E-04,6.66E-04,,p,7.38E-04,r,0.000149028,r,0.000149028,t,0.000586929
4.30E-07,0.000543187,0.000166225,0.000719504,,,r,0.000166225,r,0.000166225,t,0.000543187,,1.66E-04,5.43E-04,7.09E-04,7.19E-04,,p,7.09E-04,r,0.000166225,r,0.000166225,t,0.000543187
-2.28E-07,0.00049488,0.000153997,0.000686269,,,r,0.000153997,r,0.000153997,t,0.00049488,,1.54E-04,4.95E-04,6.49E-04,6.86E-04,,p,6.49E-04,r,0.000153997,r,0.000153997,t,0.00049488
6.80E-07,0.00044606,0.000123223,0.000713203,,,r,0.000123223,r,0.000123223,t,0.00044606,,1.23E-04,4.45E-04,5.68E-04,7.13E-04,,p,5.68E-04,r,0.000123223,r,0.000123223,t,0.00044606
3.22E-06,0.00054769,0.000148112,0.000556397,,,r,0.000148112,r,0.000148112,t,0.00054769,,1.45E-04,5.44E-04,6.89E-04,5.53E-04,,p,6.89E-04,r,0.000148112,r,0.000148112,t,0.00054769
-9.09E-07,0.000479462,0.000143181,0.000677011,,,r,0.000143181,r,0.000143181,t,0.000479462,,1.44E-04,4.80E-04,6.24E-04,6.78E-04,,p,6.24E-04,r,0.000143181,r,0.000143181,t,0.000479462
-7.34E-07,0.000578694,0.000152886,0.000707864,,,r,0.000152886,r,0.000152886,t,0.000578694,,1.54E-04,5.79E-04,7.33E-04,7.09E-04,,p,7.33E-04,r,0.000152886,r,0.000152886,t,0.000578694
5.85E-07,0.00049113,0.000121293,0.000682424,,,r,0.000121293,r,0.000121293,t,0.00049113,,1.21E-04,4.91E-04,6.11E-04,6.82E-04,,p,6.11E-04,r,0.000121293,r,0.000121293,t,0.00049113
-4.99E-07,0.00046524,0.00015465,0.00071117,,,r,0.00015465,r,0.00015465,t,0.00046524,,1.55E-04,4.66E-04,6.21E-04,7.12E-04,,p,6.21E-04,r,0.00015465,r,0.00015465,t,0.00046524
7.65E-07,0.000496666,0.000136244,0.000761178,,,r,0.000136244,r,0.000136244,t,0.000496666,,1.35E-04,4.96E-04,6.31E-04,7.60E-04,,p,6.31E-04,r,0.000136244,r,0.000136244,t,0.000496666
9.66E-07,0.000452978,0.000151762,0.000627342,,,r,0.000151762,r,0.000151762,t,0.000452978,,1.51E-04,4.52E-04,6.03E-04,6.26E-04,,p,6.03E-04,r,0.000151762,r,0.000151762,t,0.000452978
1.95E-06,0.000537942,0.000158573,0.000690153,,,r,0.000158573,r,0.000158573,t,0.000537942,,1.57E-04,5.36E-04,6.93E-04,6.88E-04,,p,6.93E-04,r,0.000158573,r,0.000158573,t,0.000537942
5.53E-07,0.000474819,0.000137208,0.000598689,,,r,0.000137208,r,0.000137208,t,0.000474819,,1.37E-04,4.74E-04,6.11E-04,5.98E-04,,p,6.11E-04,r,0.000137208,r,0.000137208,t,0.000474819
1.39E-06,0.000466918,0.000146299,0.00064163,,,r,0.000146299,r,0.000146299,t,0.000466918,,1.45E-04,4.66E-04,6.10E-04,6.40E-04,,p,6.10E-04,r,0.000146299,r,0.000146299,t,0.000466918
-3.80E-07,0.000529418,0.000167089,0.000568254,,,r,0.000167089,r,0.000167089,t,0.000529418,,1.67E-04,5.30E-04,6.97E-04,5.69E-04,,p,6.97E-04,r,0.000167089,r,0.000167089,t,0.000529418
9.00E-07,0.000561679,0.00015477,0.000673381,,,r,0.00015477,r,0.00015477,t,0.000561679,,1.54E-04,5.61E-04,7.15E-04,6.72E-04,,p,7.15E-04,r,0.00015477,r,0.00015477,t,0.000561679
-1.14E-06,0.000475146,0.000174518,0.000630531,,,r,0.000174518,r,0.000174518,t,0.000475146,,1.76E-04,4.76E-04,6.52E-04,6.32E-04,,p,6.52E-04,r,0.000174518,r,0.000174518,t,0.000475146
-1.23E-06,0.000520104,0.000147813,0.000633728,,,r,0.000147813,r,0.000147813,t,0.000520104,,1.49E-04,5.21E-04,6.70E-04,6.35E-04,,p,6.70E-04,r,0.000147813,r,0.000147813,t,0.000520104
-2.43E-06,0.000564067,0.000166975,0.000644681,,,r,0.000166975,r,0.000166975,t,0.000564067,,1.69E-04,5.66E-04,7.36E-04,6.47E-04,,p,7.36E-04,r,0.000166975,r,0.000166975,t,0.000564067
1.44E-06,0.000583312,0.000158904,0.000586999,,,r,0.000158904,r,0.000158904,t,0.000583312,,1.57E-04,5.82E-04,7.39E-04,5.86E-04,,p,7.39E-04,r,0.000158904,r,0.000158904,t,0.000583312
-1.27E-06,0.000567875,0.000159092,0.000650964,,,r,0.000159092,r,0.000159092,t,0.000567875,,1.60E-04,5.69E-04,7.29E-04,6.52E-04,,p,7.29E-04,r,0.000159092,r,0.000159092,t,0.000567875
2.49E-07,0.000530989,0.000154794,0.000627391,,,r,0.000154794,r,0.000154794,t,0.000530989,,1.55E-04,5.31E-04,6.85E-04,6.27E-04,,p,6.85E-04,r,0.000154794,r,0.000154794,t,0.000530989
-1.15E-06,0.000529441,0.000143428,0.000717506,,,r,0.000143428,r,0.000143428,t,0.000529441,,1.45E-04,5.31E-04,6.75E-04,7.19E-04,,p,6.75E-04,r,0.000143428,r,0.000143428,t,0.000529441
1.29E-06,0.000456249,0.000168436,0.000562053,,,r,0.000168436,r,0.000168436,t,0.000456249,,1.67E-04,4.55E-04,6.22E-04,5.61E-04,,p,6.22E-04,r,0.000168436,r,0.000168436,t,0.000456249
-1.76E-06,0.000641747,0.000160647,0.000659324,,,r,0.000160647,r,0.000160647,t,0.000641747,,1.62E-04,6.44E-04,8.06E-04,6.61E-04,,p,8.06E-04,r,0.000160647,r,0.000160647,t,0.000641747
-1.45E-06,0.000462809,0.000145583,0.000507516,,,r,0.000145583,r,0.000145583,t,0.000462809,,1.47E-04,4.64E-04,6.11E-04,5.09E-04,,p,6.11E-04,r,0.000145583,r,0.000145583,t,0.000462809
4.29E-07,0.000513227,0.00011302,0.000686259,,,r,0.00011302,r,0.00011302,t,0.000513227,,1.13E-04,5.13E-04,6.25E-04,6.86E-04,,p,6.25E-04,r,0.00011302,r,0.00011302,t,0.000513227
4.61E-07,0.000486775,0.000137392,0.000675642,,,r,0.000137392,r,0.000137392,t,0.000486775,,1.37E-04,4.86E-04,6.23E-04,6.75E-04,,p,6.23E-04,r,0.000137392,r,0.000137392,t,0.000486775
2.87E-07,0.000500375,0.000168845,0.000703073,,,r,0.000168845,r,0.000168845,t,0.000500375,,1.69E-04,5.00E-04,6.69E-04,7.03E-04,,p,6.69E-04,r,0.000168845,r,0.000168845,t,0.000500375
1.04E-06,0.000465597,0.000161717,0.000671088,,,r,0.000161717,r,0.000161717,t,0.000465597,,1.61E-04,4.65E-04,6.25E-04,6.70E-04,,p,6.25E-04,r,0.000161717,r,0.000161717,t,0.000465597
1.40E-06,0.000460777,0.000146051,0.000598524,,,r,0.000146051,r,0.000146051,t,0.000460777,,1.45E-04,4.59E-04,6.04E-04,5.97E-04,,p,6.04E-04,r,0.000146051,r,0.000146051,t,0.000460777
-1.65E-06,0.000416907,0.000159658,0.000678867,,,r,0.000159658,r,0.000159658,t,0.000416907,,1.61E-04,4.19E-04,5.80E-04,6.81E-04,,p,5.80E-04,r,0.000159658,r,0.000159658,t,0.000416907
1.04E-08,0.000476371,0.000148372,0.000624499,,,r,0.000148372,r,0.000148372,t,0.000476371,,1.48E-04,4.76E-04,6.25E-04,6.24E-04,,p,6.25E-04,r,0.000148372,r,0.000148372,t,0.000476371
-3.49E-07,0.00048168,0.000134533,0.000586583,,,r,0.000134533,r,0.000134533,t,0.00048168,,1.35E-04,4.82E-04,6.17E-04,5.87E-04,,p,6.17E-04,r,0.000134533,r,0.000134533,t,0.00048168
6.01E-07,0.000464678,0.000142396,0.000607748,,,r,0.000142396,r,0.000142396,t,0.000464678,,1.42E-04,4.64E-04,6.06E-04,6.07E-04,,p,6.06E-04,r,0.000142396,r,0.000142396,t,0.000464678
8.71E-07,0.000505335,0.000172223,0.000666531,,,r,0.000172223,r,0.000172223,t,0.000505335,,1.71E-04,5.04E-04,6.76E-04,6.66E-04,,p,6.76E-04,r,0.000172223,r,0.000172223,t,0.000505335
1.23E-06,0.000545672,0.000153398,0.000645708,,,r,0.000153398,r,0.000153398,t,0.000545672,,1.52E-04,5.44E-04,6.97E-04,6.44E-04,,p,6.97E-04,r,0.000153398,r,0.000153398,t,0.000545672
2.29E-06,0.000390249,0.000119154,0.000614075,,,r,0.000119154,r,0.000119154,t,0.000390249,,1.17E-04,3.88E-04,5.05E-04,6.12E-04,,p,5.05E-04,r,0.000119154,r,0.000119154,t,0.000390249
2.33E-06,0.000503173,0.00015076,0.00063053,,,r,0.00015076,r,0.00015076,t,0.000503173,,1.48E-04,5.01E-04,6.49E-04,6.28E-04,,p,6.49E-04,r,0.00015076,r,0.00015076,t,0.000503173
1.85E-06,0.000453421,0.000164406,0.00062658,,,r,0.000164406,r,0.000164406,t,0.000453421,,1.63E-04,4.52E-04,6.14E-04,6.25E-04,,p,6.14E-04,r,0.000164406,r,0.000164406,t,0.000453421
